1stFlrSF,BsmtFinSF1,BsmtUnfSF,GarageArea,GrLivArea,KitchenQual,LotArea,OpenPorchSF,OverallCond,OverallQual,TotalBsmtSF,YearBuilt,YearRemodAdd,SalePrice
894,492,402,450,894,TA,8724,0,5,5,894,1968,1968,129000
1258,1198,0,400,1258,TA,12900,0,4,4,1198,1969,1969,108959
1432,680,289,588,1432,Gd,16157,180,7,5,1360,1978,1978,194000
1502,0,1502,644,1502,Gd,9541,114,5,7,1502,2009,2009,233170
1694,0,1694,776,1694,Gd,10475,33,5,8,1694,2008,2008,245350
959,786,173,472,1671,TA,10852,38,5,6,959,2000,2000,173000
1236,626,501,540,2108,Gd,13728,0,7,6,1127,1935,1986,235000
1831,1387,543,807,3627,Gd,35760,76,5,10,1930,1995,1996,625000
1118,522,574,358,1118,TA,9880,0,6,6,1096,1977,1977,171000
1261,662,599,433,1261,TA,9120,0,6,6,1261,1958,1958,163000
625,0,625,625,1250,Gd,4017,54,5,7,625,2006,2007,171900
1636,152,977,0,3086,Ex,18030,0,6,5,1598,1946,1994,200500
1170,503,449,360,2345,TA,16560,0,8,6,952,1932,1950,239000
2129,700,983,541,2872,Gd,10678,33,5,8,1683,1992,2000,285000
923,658,218,264,923,TA,6951,0,5,5,876,1984,1985,119500
818,468,350,210,1224,TA,3950,0,8,6,818,1926,2004,115000
820,0,731,186,1343,TA,7681,0,6,5,731,1921,1950,154900
1124,0,0,0,1124,TA,8335,36,5,5,0,1954,1954,93000
1298,1216,0,693,2514,TA,11170,0,5,7,1216,1990,1991,250000
1652,1480,120,482,1652,Gd,5587,53,5,8,1600,2008,2008,392500
2411,2096,300,813,4476,Ex,15623,78,5,10,2396,1996,1996,745000
1130,821,299,720,1130,TA,10800,0,6,5,1120,1920,1950,120000
1572,1159,413,995,1572,TA,35133,263,4,5,1572,1963,1963,186700
949,392,392,392,1221,TA,9738,0,7,5,784,1924,1950,104900
1014,440,538,420,1699,TA,10615,74,5,3,978,1900,1970,95000
1624,1456,168,757,1624,Gd,12461,114,5,8,1624,1994,1995,262000
831,0,831,493,1660,Gd,8935,68,5,7,831,2002,2002,195000
1028,0,994,442,1804,Gd,7500,60,5,7,994,1999,1999,189000
1622,1159,90,1356,1622,TA,32463,0,4,4,1249,1961,1975,168000
764,0,776,492,1441,Gd,2645,0,5,8,776,1999,2000,174000
842,0,702,250,1472,Gd,9600,0,8,5,702,1925,1994,125000
1224,883,341,402,1224,TA,4500,304,5,6,1224,1999,1999,165000
663,371,292,299,1352,TA,9364,36,7,6,663,1969,1969,158000
728,0,728,400,1456,Gd,8029,24,5,6,728,2005,2005,176000
879,0,879,660,1863,Gd,14054,17,5,7,879,2006,2006,219210
815,0,815,225,1690,TA,8850,0,6,7,815,1916,1950,144000
1212,0,1212,573,1212,Gd,9100,0,5,7,1212,2001,2001,178000
1382,547,504,459,1382,TA,11235,82,5,4,1051,1963,1979,148000
864,0,864,280,864,TA,9353,0,5,4,864,1970,1970,116050
866,0,866,546,1779,Gd,10400,36,5,7,866,1998,1998,197900
884,0,884,216,1348,TA,6000,0,8,5,884,1925,1997,117000
1630,0,1630,451,1630,Gd,9750,234,5,7,1630,2000,2001,213000
1074,788,268,495,1074,TA,10140,88,6,5,1056,1975,1975,153500
2196,485,1496,701,2196,Gd,14684,70,7,7,2158,1990,1991,271900
1056,1056,0,384,1056,TA,8900,42,4,4,1056,1966,1966,107000
1700,340,1342,544,1700,Gd,9135,23,5,6,1682,2003,2003,200000
1283,504,319,506,1283,TA,7763,0,7,5,931,1962,1980,140000
1660,1220,440,500,1660,Gd,10182,50,5,8,1660,2006,2006,290000
1055,0,1055,462,1845,Gd,11218,104,5,6,1055,1992,1992,189000
1080,427,132,492,1752,TA,12134,12,7,8,559,1988,2005,164000
672,344,328,234,672,TA,9340,113,6,4,672,1941,1950,113000
960,648,0,364,960,TA,10246,0,9,4,648,1965,2001,145000
999,784,141,300,999,TA,10205,72,5,5,925,1962,1962,134500
894,180,340,384,894,TA,7094,0,5,5,894,1966,1966,125000
1318,0,0,539,1902,TA,8930,0,5,6,0,1978,1978,112000
1314,936,364,552,1314,Gd,8640,112,5,8,1300,2009,2009,229456
672,0,0,0,912,TA,6240,0,5,4,0,1947,1950,80500
672,0,672,0,1218,TA,1680,0,5,6,672,1971,1971,91500
912,312,0,288,912,TA,7800,0,5,5,912,1964,1964,115000
1211,250,210,322,1211,TA,8250,63,5,5,952,1968,1968,134000
1168,196,844,315,1846,TA,10496,0,6,6,1040,1949,1950,143000
2136,756,1380,528,2136,TA,10680,30,3,5,2136,1951,1951,137900
788,724,64,388,1490,Gd,15384,75,5,7,788,2004,2005,184000
1138,507,81,264,1138,TA,10482,0,8,6,588,1958,1958,145000
894,0,894,668,1933,Gd,14598,18,5,6,894,2007,2007,214000
912,595,317,576,912,Gd,8872,240,8,5,912,1965,2008,147000
1702,1540,162,1052,1702,Ex,8769,72,5,9,1702,2008,2008,367294
1507,666,409,404,1507,TA,7910,0,5,5,1075,1960,1960,127000
1361,498,652,600,2620,TA,18890,24,5,5,1361,1977,1977,190000
1190,803,303,540,1190,TA,7728,18,6,5,1106,1962,1962,132500
1224,0,0,462,1224,TA,9842,0,5,4,0,1962,1962,101800
1188,1000,188,531,1188,TA,12160,0,5,5,1188,1959,1959,142000
1024,0,940,0,1964,TA,8525,192,6,5,940,1911,1950,130000
892,0,747,180,1784,TA,13132,40,5,5,747,1914,1950,138887
764,0,764,474,1626,Gd,2628,27,5,7,764,2003,2003,175500
847,0,847,434,1948,Gd,12393,48,5,7,847,2004,2005,195000
1141,0,1141,484,1141,TA,13072,0,5,6,1141,2005,2005,142500
1484,428,1048,472,1484,Ex,9037,33,5,8,1476,2006,2006,265900
884,550,334,543,1768,Gd,8158,63,5,7,884,2003,2003,224900
1689,0,1689,954,1689,Gd,9849,56,6,7,1689,2007,2007,248328
1173,885,0,528,1173,Gd,10625,120,6,7,1053,1974,1974,170000
2076,1386,690,850,2076,Ex,13891,229,5,10,2076,2006,2006,465000
792,0,792,400,1517,Gd,11435,0,7,8,792,1929,1950,230000
1140,0,585,477,1868,TA,12090,112,7,6,585,1984,2003,178000
756,0,756,615,1553,Gd,8125,45,5,7,756,2005,2006,186500
1034,539,473,888,1034,TA,12328,0,5,6,1012,1976,1976,169900
1134,319,416,396,2058,TA,9600,0,5,6,735,1917,1950,129500
988,534,246,276,988,TA,7200,80,7,5,876,1950,1950,119000
2110,1065,1045,522,2110,Ex,11160,0,5,7,2110,1968,1968,244000
1405,0,1405,478,1405,Gd,3136,36,5,7,1405,2003,2003,171750
874,510,354,288,874,TA,9858,0,6,5,864,1968,1968,130000
1516,125,36,518,2167,Gd,17542,47,7,7,1192,1974,2003,294000
760,0,746,397,1656,Gd,6931,128,5,7,746,2003,2004,165400
959,425,459,560,1367,TA,6240,0,6,6,884,1931,1950,127500
1987,1314,672,691,1987,Gd,14303,36,5,8,1986,1994,1994,301500
864,0,864,0,864,TA,4060,96,8,5,864,1922,1950,99900
1166,655,201,400,1166,Gd,9587,0,5,7,856,2005,2005,190000
1054,602,14,460,1054,TA,9750,0,8,6,1054,1969,1969,151000
892,0,841,502,1675,TA,24682,103,5,6,841,1999,1999,181000
1050,504,546,338,1050,TA,9600,0,6,5,1050,1956,1956,128900
1104,0,1104,304,1788,TA,11250,0,5,4,1104,1957,1989,161500
1060,0,764,520,1824,TA,13515,0,6,6,764,1919,1950,180500
1337,266,1139,511,1337,Gd,4060,68,5,6,1405,1998,1999,181000
713,450,241,506,1452,Gd,3735,34,5,7,691,1999,1999,183900
964,0,925,308,1889,TA,10120,0,4,7,925,1910,1950,122000
2018,0,2002,746,2018,Ex,13214,76,5,9,2002,2008,2009,378500
1968,192,536,1014,3447,Gd,14100,12,9,8,728,1935,1997,381000
874,460,414,315,1524,TA,11344,0,5,5,874,1958,1958,144000
1332,1258,74,586,1524,Gd,23595,0,6,7,1332,1979,1979,260000
1489,0,1489,462,1489,Gd,9156,0,7,6,1489,1968,1968,185750
935,560,0,288,935,TA,13526,0,6,5,935,1965,1965,137000
1357,719,300,312,1357,Ex,11512,0,7,6,1019,1959,2006,177000
661,0,661,552,1250,TA,5362,0,6,5,661,1910,2003,139000
928,220,708,400,1920,TA,11345,0,5,5,928,1948,1950,137000
735,593,130,497,1395,TA,12936,116,6,6,723,1972,1972,162000
1724,528,1152,480,1724,TA,17871,0,5,6,1680,1967,1976,197900
1128,804,324,577,2031,Gd,9473,211,5,8,1128,2002,2002,237000
698,0,698,528,1128,TA,7500,0,4,4,698,1920,1950,68400
1573,788,785,544,1573,Gd,9808,72,5,7,1573,2002,2002,227000
1339,1053,256,484,1339,TA,8049,58,5,7,1309,1990,1990,180000
1040,532,364,484,1040,Gd,8800,0,7,5,1040,1977,2008,150500
912,0,912,0,1824,TA,9400,0,5,6,912,1971,1971,139000
1699,0,804,336,2447,Gd,9638,0,7,6,804,1919,1990,169000
825,0,780,280,1412,TA,6000,0,6,6,780,1939,1950,132500
1328,569,678,528,1328,TA,9790,26,5,6,1328,1963,1963,143000
1582,812,812,390,1582,TA,36500,198,5,5,1624,1964,1964,190000
1659,1158,343,499,1659,Ex,5664,59,5,8,1501,2000,2000,278000
1120,0,1085,753,1970,Ex,11065,74,5,8,1085,2006,2006,281000
1152,1014,138,484,1152,TA,14112,0,7,5,1152,1964,1964,180500
630,231,399,264,1302,TA,1680,0,7,5,630,1972,1972,119500
1378,0,994,432,2372,TA,6600,287,4,5,994,1892,1965,107500
832,194,638,528,1664,TA,10140,28,5,7,832,1976,1976,162900
864,167,697,572,864,TA,8172,0,7,5,864,1955,1990,115000
1052,1016,36,288,1052,TA,8400,0,5,5,1052,1968,1968,138500
1128,776,344,525,1128,TA,8700,20,6,5,1120,1963,1963,155000
1072,547,0,525,1072,TA,3675,44,5,6,547,2005,2006,140000
4692,5644,466,1418,5642,Ex,63887,292,5,10,6110,2008,2008,160000
1246,340,0,305,1246,Gd,7500,0,7,5,1246,1959,1994,154000
1005,694,284,490,1983,Gd,10762,0,5,7,978,1999,1999,225000
753,547,224,213,1494,Gd,7500,0,7,6,771,1942,1950,177500
1203,740,425,844,2526,Gd,10120,78,5,8,1165,1994,1994,290000
1616,0,1616,834,1616,Gd,8688,59,5,7,1616,2005,2005,232000
976,0,976,380,1708,Gd,3363,40,5,7,976,2004,2004,130000
1652,1572,80,840,1652,Ex,13173,102,5,9,1652,2006,2007,325000
1368,0,1368,474,1368,Gd,6955,35,5,7,1368,2005,2006,202500
990,746,244,480,990,TA,8072,64,5,5,990,1994,1995,138000
1122,144,172,528,1122,Gd,12000,36,7,5,924,1948,2005,147000
1294,1200,78,496,1294,Gd,7153,51,5,6,1278,1991,1991,179200
1902,1406,496,567,1902,Ex,17500,207,8,7,1902,1959,2002,335000
1274,925,349,508,1274,Gd,8814,98,5,7,1274,2005,2007,203000
1453,482,971,750,2810,Gd,9572,0,5,8,1453,1990,1990,302000
1422,0,1393,779,2599,Gd,14774,30,5,9,1393,1999,1999,333168
948,732,216,280,948,TA,8190,36,6,4,948,1954,1954,119000
1092,500,176,576,2112,TA,11075,0,5,6,952,1969,1969,206900
1630,0,1622,860,1630,Ex,10226,42,5,8,1622,2008,2008,295493
1352,0,1352,466,1352,Gd,4230,241,5,7,1352,2006,2007,208900
1787,0,1753,748,1787,Gd,14781,150,5,8,1753,2001,2002,275000
948,492,372,248,948,TA,10215,0,5,4,864,1954,1954,111000
1478,189,628,442,1478,TA,8400,0,3,6,1478,1957,1957,156500
720,0,0,287,720,TA,6627,0,6,3,0,1949,1950,72500
1061,674,76,564,1923,Gd,10186,39,5,7,750,1992,1992,190000
708,280,140,0,708,Fa,5330,0,7,4,420,1940,1950,82500
1795,0,1795,895,1795,Gd,9986,49,5,8,1795,2006,2007,147000
796,0,796,0,796,TA,3636,0,4,4,796,1922,1950,55000
774,544,0,0,774,Gd,4270,0,6,3,544,1931,2006,79000
816,641,175,264,816,Gd,6600,0,9,5,816,1982,2008,130500
1584,493,1017,520,2792,TA,10440,547,7,6,1510,1920,1950,256000
955,0,935,462,1632,TA,9084,28,5,7,935,1998,1998,176500
1588,0,1588,825,1588,Gd,10000,45,5,8,1588,2006,2006,227000
954,483,428,576,954,TA,10780,0,5,5,911,1976,1976,132500
816,690,126,288,816,TA,8877,0,6,4,816,1938,1958,100000
803,0,803,297,1360,Gd,7200,65,6,5,803,1938,1995,125500
765,765,0,440,1365,TA,2368,36,6,5,765,1970,1970,125000
1334,686,664,630,1334,TA,9650,16,5,6,1350,1977,1977,167900
1656,0,1656,506,1656,TA,9246,211,5,5,1656,1973,1973,135000
693,0,693,0,693,Fa,4118,20,4,4,693,1941,1950,52500
920,700,216,492,1861,Gd,13450,91,5,7,916,2002,2002,200000
864,360,504,288,864,TA,9560,0,7,5,864,1972,1972,128500
872,0,858,480,872,TA,8294,0,5,4,858,1971,1971,123000
1114,814,300,576,1114,Gd,13695,78,5,6,1114,2003,2004,155000
1284,0,1284,647,2169,Gd,9375,87,5,8,1284,2002,2002,228500
1172,0,896,342,1913,TA,7558,0,6,6,896,1928,1950,177000
728,0,728,440,1456,Gd,11103,0,5,7,728,2006,2006,155835
960,250,710,308,960,Fa,6000,0,4,4,960,1920,1950,108500
2156,297,1203,508,2156,TA,20781,80,7,7,1568,1968,2003,262500
1776,80,1652,712,1776,Gd,15306,0,5,8,1732,2006,2007,283463
1494,1443,39,514,1494,Gd,16196,25,5,7,1482,1998,1998,215000
938,259,425,0,2358,TA,5250,54,5,8,684,1872,1987,122000
1338,500,748,968,2634,TA,11643,0,5,5,1248,1969,1969,200000
858,319,539,490,1716,TA,9247,84,6,6,858,1962,1962,171000
786,0,698,624,1176,TA,6000,0,9,6,698,1937,2000,134900
2053,816,1217,666,3238,Gd,14720,86,5,8,2033,1995,1996,410000
992,735,257,839,1865,Gd,10316,184,5,7,992,2000,2000,235000
1222,0,570,487,1920,Gd,10192,98,6,7,570,1968,1992,170000
892,340,524,264,892,TA,9477,0,5,5,864,1966,1966,110000
1078,734,344,500,1078,TA,12537,0,6,5,1078,1971,2008,149900
769,378,378,440,1573,Gd,2117,32,5,6,756,2000,2000,177500
1980,1447,533,770,1980,Ex,16737,45,5,9,1980,2004,2005,315000
990,0,612,621,2601,TA,9842,0,6,5,612,1921,1998,189000
1530,1274,256,430,1530,Gd,16158,36,5,7,1530,2005,2005,260000
1281,0,715,368,1738,TA,12513,0,4,4,715,1920,2007,104900
616,0,616,432,1412,Gd,8499,36,5,6,616,2006,2007,156932
520,0,600,480,1200,Gd,3180,166,5,7,600,2005,2005,144152
814,533,281,663,1674,Gd,7500,96,5,7,814,2000,2000,216000
882,633,240,588,1790,Gd,9179,88,5,7,873,1999,1999,193000
925,548,36,336,1475,TA,2665,26,6,5,757,1977,1977,127000
848,685,163,420,848,Gd,4435,0,5,6,848,2003,2004,144000
1668,370,315,502,1668,Gd,10635,262,5,8,1657,2003,2003,232000
840,315,420,338,1374,TA,5400,0,6,4,840,1920,1950,105000
1661,831,161,377,1661,Gd,9600,28,6,6,992,1955,1996,165500
1108,975,133,583,2097,Gd,9750,170,6,7,1108,1998,1998,274300
2633,1282,1351,804,2633,Ex,11400,140,5,10,2633,2001,2002,466500
1026,0,1026,936,1958,Gd,10625,210,5,7,1026,2005,2005,250000
1571,0,1571,722,1571,Gd,10991,36,5,8,1571,2007,2007,239000
790,384,384,160,790,TA,6292,141,5,6,768,1930,1950,91000
984,408,156,660,1604,TA,10998,68,5,5,984,1941,1960,117000
483,309,174,264,987,TA,1953,0,5,6,483,1973,1973,83000
754,0,384,400,1394,Gd,9735,0,5,5,384,2006,2007,167500
864,203,661,200,864,TA,8212,0,3,3,864,1914,1950,58500
2117,865,340,550,2117,TA,12925,42,7,6,1205,1970,1970,237500
998,0,596,576,1762,Gd,7200,0,7,7,596,1920,1950,157000
1416,0,816,576,1416,Gd,25339,0,7,5,816,1918,2007,112000
698,204,356,280,1258,TA,9060,0,5,6,560,1939,1950,105000
796,735,61,240,1154,Gd,5436,96,8,4,796,1922,2007,125500
1392,790,133,564,2784,Gd,16692,112,5,7,1392,1978,1978,250000
1664,168,0,216,2526,Gd,8520,15,7,6,714,1916,1950,136000
1746,1320,426,758,1746,Ex,14892,39,5,9,1746,2006,2007,377500
869,375,360,440,1218,TA,6000,0,6,6,735,1941,1950,131000
1525,1400,125,541,1525,Gd,9100,36,5,7,1525,2000,2000,235000
1584,0,1584,792,1584,TA,8944,152,5,5,1584,1967,1967,124000
900,769,95,288,900,TA,7838,144,5,5,864,1967,1967,123000
1221,0,482,672,1912,TA,10800,25,7,6,482,1905,2000,163000
1500,1070,286,648,1500,Gd,4045,20,5,7,1356,2006,2006,246578
1133,0,1094,642,2482,Gd,12665,39,5,8,1094,2005,2006,281213
1687,353,60,572,1687,TA,57200,0,5,5,747,1948,1950,160000
939,0,939,180,1513,TA,6120,0,8,5,939,1920,2004,137500
1136,180,676,240,1904,TA,7200,0,4,5,1208,1950,1982,138000
1160,264,712,216,1608,Gd,6171,16,6,6,976,1925,1990,137450
950,0,862,208,1158,TA,6000,0,7,6,862,1929,1950,120000
864,759,80,398,1593,TA,7415,75,5,6,839,2004,2004,193000
1294,0,1286,662,1294,Gd,6762,55,5,7,1286,2006,2006,193879
1464,929,556,754,1464,Gd,15256,160,5,8,1485,2007,2007,282922
694,0,672,936,1214,TA,10410,0,4,3,672,1915,1950,105000
1646,1373,221,482,1646,Gd,3842,53,5,8,1594,2004,2005,275000
768,656,112,396,768,TA,8445,0,7,5,768,1972,2007,133000
833,625,208,0,833,TA,8780,0,5,5,833,1985,1985,112000
741,0,622,528,1363,TA,7740,0,7,4,622,1910,1950,125500
1236,0,791,542,2093,TA,20544,63,6,7,791,1986,1991,215000
944,666,278,622,1840,Gd,12420,45,5,7,944,2001,2001,230000
1112,120,736,271,1668,TA,9600,0,8,6,856,1950,2005,140000
1040,0,0,420,1040,TA,7200,0,5,4,0,1949,1950,90000
1844,976,868,620,1844,Gd,10994,44,5,8,1844,2005,2006,257000
1053,0,833,370,1848,Gd,13053,0,7,6,833,1923,2000,207000
1569,988,398,660,1569,Gd,3635,20,5,7,1386,2007,2007,175900
1246,0,777,560,2290,TA,11340,0,6,4,777,1885,1950,122500
1310,781,503,1069,2450,Gd,16545,126,5,8,1284,1998,1998,340000
1144,25,247,336,1144,TA,9204,88,5,5,1144,1963,1963,124000
1844,1110,734,540,1844,Gd,16381,73,5,6,1844,1969,1969,223000
708,404,304,776,1416,TA,11700,169,6,6,708,1968,1968,179900
1069,360,709,440,1069,TA,4043,55,5,6,1069,1977,1977,127500
848,686,162,420,848,Gd,4435,0,5,6,848,2003,2003,136500
1575,0,697,432,2201,Gd,19690,236,7,6,697,1966,1966,274970
1344,457,193,484,1344,TA,9503,28,5,5,1024,1958,1983,144000
1252,0,1252,528,1252,Gd,10721,39,6,6,1252,1959,1959,142000
1223,1000,223,525,2127,Gd,10944,132,5,7,1223,1994,1994,271000
1048,580,333,288,1558,TA,10930,0,6,5,913,1945,1950,140000
804,510,278,240,804,Gd,7200,0,7,5,788,1940,1992,119000
1440,678,762,467,1440,Gd,12546,0,7,6,1440,1981,1981,182900
734,0,732,372,1838,TA,21930,40,5,5,732,2005,2005,192140
958,958,0,440,958,TA,4928,60,6,6,958,1976,1976,143750
968,0,656,216,968,TA,10800,0,6,4,656,1927,2007,64500
962,0,936,451,1792,TA,10261,0,5,6,936,2000,2000,186500
1126,936,190,484,1126,TA,17400,41,5,5,1126,1977,1977,160000
1537,0,1319,462,1537,Gd,8400,36,9,6,1319,1962,2005,174000
864,616,248,528,864,TA,9000,0,6,4,864,1971,1971,120500
1932,1336,596,774,1932,Ex,12444,66,5,8,1932,2008,2008,394617
1236,600,312,923,1236,TA,7407,158,7,6,912,1957,1996,149700
1040,315,114,550,1725,TA,11584,88,6,7,539,1979,1979,197000
1423,0,588,672,2555,TA,11526,0,7,6,588,1922,1994,191000
848,697,151,420,848,Gd,4426,0,5,6,848,2004,2004,149300
1026,765,252,812,2007,Ex,11003,52,5,10,1017,2008,2008,310000
952,0,952,192,952,Fa,8854,98,6,6,952,1916,1950,121000
1422,0,1422,626,1422,Gd,8500,60,5,7,1422,2004,2004,179600
913,187,0,240,913,TA,8400,0,5,6,814,1966,1966,129000
1188,593,595,312,1188,TA,26142,39,7,5,1188,1962,1962,157900
1220,1079,141,556,2090,Gd,10000,65,5,8,1220,1995,1996,240000
796,0,560,384,1346,TA,11767,24,7,4,560,1910,2000,112000
630,553,77,0,630,Ex,1533,0,7,5,630,1970,1970,92000
896,0,896,0,1792,TA,9000,45,5,5,896,1974,1974,136000
1578,0,1573,840,1578,Ex,9262,36,5,8,1573,2008,2009,287090
1072,547,0,525,1072,TA,3675,28,5,5,547,2005,2005,145000
1140,0,1140,0,1140,TA,17217,56,5,5,1140,2006,2006,84500
1221,410,811,400,1221,Gd,7500,113,5,7,1221,2004,2005,185000
953,0,953,460,1647,TA,7917,40,5,6,953,1999,2000,175000
2073,790,589,500,2073,TA,13175,0,6,6,1542,1978,1988,210000
1188,275,877,252,2340,Gd,9042,60,9,7,1152,1941,2006,266500
1078,49,0,240,1078,Gd,9717,0,6,5,1078,1950,1996,142125
1256,830,136,276,1256,TA,9937,68,6,5,1256,1965,1965,147500
