1stFlrSF,BsmtFinSF1,BsmtUnfSF,GarageArea,GrLivArea,KitchenQual,LotArea,LotFrontage,OpenPorchSF,OverallCond,OverallQual,TotalBsmtSF,YearBuilt,YearRemodAdd,SalePrice
1188,593,595,312,1188,TA,26142,69.0,39,7,5,1188,1962,1962,157900
1459,0,1459,527,1459,Gd,8749,70.0,39,5,7,1459,2002,2002,192000
1306,1201,105,533,2260,Gd,14000,80.0,44,5,7,1306,1996,1997,328000
1430,0,1413,605,1430,Gd,16285,67.0,33,5,7,1413,2001,2002,187100
996,290,706,0,996,TA,13907,63.0,0,6,5,996,1940,1969,108000
1092,787,305,504,1092,TA,8250,75.0,0,7,6,1092,1964,1964,145000
625,0,625,625,1250,Gd,4017,35.0,54,5,7,625,2006,2007,171900
864,0,864,572,1728,Gd,9313,65.0,56,5,7,864,2004,2004,190000
924,0,924,280,924,TA,7990,88.0,0,6,5,924,1975,1975,110000
1199,300,899,530,1199,Gd,7892,55.0,63,5,6,1199,1993,1993,153900
948,0,948,300,948,TA,8978,69.0,0,5,5,948,1968,1968,108000
925,338,121,429,925,TA,9100,70.0,0,6,5,925,1965,1965,117500
835,108,350,366,835,TA,10625,85.0,0,5,5,458,1920,1950,83000
1580,0,1580,610,2466,Gd,11143,102.0,214,5,8,1580,2004,2005,340000
1216,445,479,487,2157,Gd,14200,88.0,66,6,7,924,1966,1966,226000
1060,840,200,572,1060,TA,4224,44.0,110,7,5,1040,1976,1976,129900
2633,1282,1351,804,2633,Ex,11400,69.0,140,5,10,2633,2001,2002,466500
1048,0,993,280,1048,TA,6380,58.0,0,6,5,993,1922,1950,113000
953,0,953,460,1664,TA,8121,69.0,40,5,6,953,2000,2000,172400
784,0,784,360,784,TA,9000,60.0,0,3,6,784,1928,1950,76000
1279,641,276,473,1279,TA,10125,75.0,83,6,6,1196,1977,1977,171500
1229,1059,75,284,1229,TA,17140,69.0,0,6,4,1134,1956,1956,135000
1268,540,728,244,1268,TA,7800,78.0,98,6,5,1268,1954,1954,132000
1428,0,1428,480,1428,Gd,11639,95.0,120,5,7,1428,2007,2008,182000
1125,631,410,352,1125,TA,7200,72.0,0,6,6,1041,1976,1976,125000
1008,486,522,275,1008,TA,11425,69.0,0,6,5,1008,1954,1954,137000
1630,0,1622,860,1630,Ex,10226,61.0,42,5,8,1622,2008,2008,295493
864,503,361,673,1728,Gd,8791,64.0,56,5,6,864,2003,2003,207500
1211,250,210,322,1211,TA,8250,55.0,63,5,5,952,1968,1968,134000
1040,369,671,286,1040,TA,7560,70.0,0,5,5,1040,1959,1959,133700
1707,0,1686,511,1707,TA,16669,69.0,64,6,8,1686,1981,1981,228000
955,0,935,462,1632,TA,9084,63.0,28,5,7,935,1998,1998,176500
1392,1302,90,528,1392,TA,11341,69.0,0,6,5,1392,1957,1996,121500
1319,428,0,270,1319,TA,10634,79.0,0,6,5,608,1953,1953,123000
742,0,742,390,1484,Gd,12589,149.0,24,5,6,742,2005,2005,174000
971,523,448,300,971,TA,9920,69.0,0,6,5,971,1969,1969,128500
1062,539,490,539,1062,TA,11333,69.0,0,5,6,1029,1976,1976,146800
980,945,0,0,980,TA,9400,35.0,0,5,6,945,1975,1975,127500
1405,0,1405,478,1405,Gd,3136,69.0,36,5,7,1405,2003,2003,171750
959,786,173,472,1671,TA,10852,58.0,38,5,6,959,2000,2000,173000
1074,788,268,495,1074,TA,10140,78.0,88,6,5,1056,1975,1975,153500
1547,0,0,672,2320,TA,14762,69.0,144,6,5,0,1948,1950,169000
918,0,918,264,918,TA,7892,55.0,0,5,6,918,1979,1979,99500
1437,1157,280,528,1437,Gd,10768,90.0,21,8,5,1437,1976,2004,218000
1069,360,709,440,1069,TA,4043,53.0,55,5,6,1069,1977,1977,127500
829,298,429,441,1556,TA,11700,78.0,0,6,6,727,1968,1968,154000
824,624,193,510,1894,Gd,11316,80.0,40,5,7,817,2002,2003,214900
1973,0,1935,895,1973,Gd,14226,110.0,45,5,8,1935,2006,2006,395000
1898,0,710,564,2978,Gd,11275,96.0,0,7,7,710,1967,2007,242000
848,662,186,420,848,Gd,4438,69.0,0,5,6,848,2004,2004,149000
804,0,384,400,1474,TA,8530,69.0,72,5,7,384,1995,1996,168500
1056,480,108,260,1056,TA,9250,80.0,0,7,5,1056,1954,2005,139400
902,301,239,484,902,TA,8885,69.0,0,5,5,864,1983,1983,131000
1032,605,427,564,1032,TA,10395,69.0,0,6,6,1032,1978,1978,148000
1077,0,961,338,1077,TA,8967,60.0,0,2,5,961,1920,1950,67000
1235,600,635,480,1235,TA,8500,85.0,0,3,5,1235,1961,1961,98600
1442,738,172,719,1442,Gd,10357,114.0,244,5,7,910,1990,1991,179900
483,387,96,264,987,TA,1680,21.0,0,5,6,483,1971,1971,85400
1004,975,0,504,1004,TA,10530,78.0,0,5,6,975,1977,1977,135000
1006,288,718,0,1006,TA,9000,69.0,24,3,5,1006,1959,1959,80000
936,210,570,0,1716,Fa,5687,55.0,184,6,5,780,1912,2000,135900
860,0,860,565,1720,Gd,11645,89.0,70,5,7,860,2004,2004,196500
960,250,710,308,960,Fa,6000,50.0,0,4,4,960,1920,1950,108500
1604,1334,270,660,1604,Gd,8814,68.0,110,5,7,1604,2006,2006,220000
2217,351,1043,621,2217,Gd,15865,95.0,207,6,8,2217,1970,1970,268000
1844,1110,734,540,1844,Gd,16381,69.0,73,5,6,1844,1969,1969,223000
799,0,799,380,1571,TA,7837,59.0,40,7,6,799,1993,1994,178000
1479,0,1468,577,1479,Gd,9382,93.0,25,5,7,1468,1999,2000,191000
1619,1249,103,529,1786,TA,164660,69.0,0,6,5,1499,1965,1965,228950
1632,620,0,338,1632,TA,9600,80.0,0,6,6,1240,1958,1988,139000
866,20,846,578,1768,Gd,10769,68.0,105,5,8,866,2007,2007,212000
1096,75,230,299,1096,TA,15870,69.0,32,5,5,1096,1969,1969,138800
1236,0,791,542,2093,TA,20544,46.0,63,6,7,791,1986,1991,215000
660,512,148,453,1348,TA,7590,69.0,108,5,6,660,1966,1966,155000
728,648,80,410,1456,Gd,8199,63.0,18,5,7,728,2005,2005,189000
1600,1277,207,319,1600,TA,16321,47.0,258,6,5,1484,1957,1997,207500
1700,340,1342,544,1700,Gd,9135,70.0,23,5,6,1682,2003,2003,200000
808,0,808,389,1593,TA,9636,69.0,40,5,6,808,1992,1993,178000
1363,650,178,288,1363,TA,14559,75.0,42,7,5,1008,1951,2000,164900
855,311,544,440,1441,TA,2289,24.0,0,6,6,855,1978,1978,148500
1710,1400,310,866,1710,Gd,13891,107.0,102,5,8,1710,2007,2008,372402
1222,695,253,463,2110,Gd,8880,69.0,130,5,7,948,1994,2002,205000
725,533,192,475,1479,Gd,13517,69.0,44,8,6,725,1976,2005,130500
767,584,0,367,767,TA,4058,34.0,40,5,7,723,1998,1998,133000
664,554,100,426,1496,Gd,17104,58.0,24,5,7,654,2006,2006,179665
1567,1154,366,648,1567,Ex,3982,53.0,0,5,8,1520,2006,2006,264561
1148,210,219,308,1148,TA,6420,57.0,0,7,5,980,1952,1952,123500
1120,0,1085,753,1970,Ex,11065,86.0,74,5,8,1085,2006,2006,281000
1453,482,971,750,2810,Gd,9572,69.0,0,5,8,1453,1990,1990,302000
1470,986,484,696,2630,Gd,9200,80.0,66,5,8,1470,1998,1998,315000
1105,443,662,480,2274,TA,11600,80.0,0,5,5,1105,1960,1960,154300
1261,662,599,433,1261,TA,9120,76.0,0,6,6,1261,1958,1958,163000
1486,637,849,480,1486,TA,9937,75.0,0,7,5,1486,1964,1999,167000
773,570,203,240,773,TA,7677,57.0,0,5,5,773,1953,1953,110000
1537,0,1319,462,1537,Gd,8400,80.0,36,9,6,1319,1962,2005,174000
866,0,866,546,1779,Gd,10400,80.0,36,5,7,866,1998,1998,197900
1225,569,381,0,1225,TA,9320,77.0,0,5,4,950,1959,1959,128950
848,659,189,420,848,Gd,4435,36.0,0,5,6,848,2003,2003,131500
780,0,780,198,1376,TA,8600,50.0,0,6,6,780,1937,1950,119500
742,381,348,440,1471,TA,3230,34.0,24,5,6,729,1999,1999,172500
869,0,440,0,869,Fa,5900,51.0,0,7,4,440,1923,1958,85500
729,419,310,440,1458,TA,3230,34.0,32,5,6,729,1999,1999,176000
894,762,102,440,894,TA,13350,100.0,0,5,5,864,1974,1974,142500
885,0,832,427,1718,TA,10141,74.0,94,5,7,832,1998,1998,185000
1701,1390,0,611,1701,TA,16647,69.0,0,5,5,1390,1975,1981,171000
864,600,264,576,864,TA,12735,69.0,0,5,4,864,1972,1972,111250
1094,0,528,512,1855,TA,9600,80.0,100,7,6,528,1976,1994,187000
1651,1398,0,616,1651,TA,12416,47.0,0,5,6,1606,1986,1986,184000
612,0,612,528,1224,Gd,3951,40.0,234,5,6,612,2009,2009,164500
928,308,620,288,928,TA,6000,50.0,0,6,5,928,1957,1957,112500
372,0,0,0,1092,Fa,5600,70.0,0,5,4,0,1930,1950,55000
832,16,712,546,1641,Ex,9600,60.0,0,7,7,728,1925,1990,178000
708,404,304,776,1416,TA,11700,90.0,169,6,6,708,1968,1968,179900
1058,546,512,736,1904,Ex,10927,74.0,60,5,8,1058,2005,2005,275000
936,248,448,308,936,TA,5868,74.0,0,7,5,936,1956,2000,129000
716,81,23,452,1556,TA,1950,24.0,0,6,6,716,1980,1980,151000
864,120,744,400,864,TA,19138,140.0,0,5,4,864,1951,1951,141000
1654,986,668,900,1654,Gd,8125,69.0,136,5,7,1654,2002,2002,230000
1416,0,816,576,1416,Gd,25339,69.0,0,7,5,816,1918,2007,112000
1268,1163,89,856,2365,Gd,9430,82.0,128,5,8,1252,1999,1999,337000
1067,442,625,436,1067,Gd,9600,60.0,0,7,4,1067,1950,1995,128000
1318,0,0,539,1902,TA,8930,68.0,0,5,6,0,1978,1978,112000
1557,0,1374,420,1557,Gd,3196,69.0,20,5,7,1374,2003,2004,234000
1195,0,1195,486,1839,TA,16770,58.0,81,5,7,1195,1998,1998,221000
